,1,6,5,3,7,2,8,4
10,30,55,70,77,77,77,77,-9999
20,35,56,70,77,77,77,77,-9999
30,49,71,81,89,89,89,89,-9999
40,64,75,82,85,85,85,85,-9999
50,54,70,80,85,85,85,85,-9999
60,35,80,87,93,93,93,93,-9999
70,0,0,0,0,0,0,0,-9999
80,0,0,0,0,0,0,0,-9999
90,49,71,81,89,89,89,89,-9999
95,81,81,81,81,81,81,81,-9999
100,39,61,74,80,80,80,80,-9999
